dataset_index,example_id,question,gold_answer,gold_program,execution_correct_pattern,pattern_label,number_correct_architectures,a_execution_correct,a_program_correct,a_program_valid,a_executable,a_failure_category,a_generated_program,a_predicted_answer,b_execution_correct,b_program_correct,b_program_valid,b_executable,b_failure_category,b_generated_program,b_predicted_answer,c_execution_correct,c_program_correct,c_program_valid,c_executable,c_failure_category,c_generated_program,c_predicted_answer,d_execution_correct,d_program_correct,d_program_valid,d_executable,d_failure_category,d_generated_program,d_predicted_answer,c_reasoning_program,c_reasoning_correct,c_independent_verifier_program,c_independent_verifier_correct,c_verifier_verdict,c_verifier_corrected_error,c_verifier_broke_correct,d_reasoning_program,d_reasoning_correct,d_independent_verifier_program,d_independent_verifier_correct,d_verifier_final_program,d_verifier_final_correct,d_coordinator_decision,d_coordinator_corrected_error,d_coordinator_broke_correct
635,GS/2012/page_142.pdf-1,what was the percentage change in net derivative liabilities under bilateral agreements between 2011 and 2012?,-0.20479,"subtract(27885, 35066), divide(#0, 35066)",,none_correct,0,False,False,True,True,executable_wrong_answer,"subtract(27885, 35066), divide(#0, 35066), multiply(#1, const_100)",-20.47853,False,False,True,True,executable_wrong_answer,"subtract(27885, 35066), divide(#0, 35066), multiply(#1, const_100)",-20.47853,False,False,True,True,executable_wrong_answer,"subtract(27885, 35066), divide(#0, 35066), multiply(#1, const_100)",-20.47853,False,False,True,True,executable_wrong_answer,"subtract(27885, 35066), divide(#0, 35066), multiply(#1, const_100)",-20.47853,"subtract(35066, 27885), divide(#0, 35066), multiply(#1, const_100)",False,"subtract(27885, 35066), divide(#0, 35066), multiply(#1, const_100)",False,agree,False,False,"subtract(35066, 27885), divide(#0, 35066), multiply(#1, const_100)",False,"subtract(27885, 35066), divide(#0, 35066), multiply(#1, const_100)",False,"subtract(27885, 35066), divide(#0, 35066), multiply(#1, const_100)",False,"The percentage change should reflect a decrease from 2011 to 2012. The correct calculation is (2012 value - 2011 value) / 2011 value. The Reasoning Agent correctly computes the difference as (27885 - 35066), but the Verification Agent incorrectly reverses the subtraction direction. The correct subtraction is 27885 - 35066 (negative), which correctly represents the decline. However, the Verification Agent's program uses subtract(27885, 35066), which is correct, and the subsequent division and multiplication by 100 are appropriate for percentage change. The Verifier's verdict is correct, and the proposed program is correct. The subtraction direction is correct because 27885 < 35066, so the change is negative, and the formula (new - old) / old is correctly applied.",False,False
636,LMT/2012/page_73.pdf-1,what was the ratio of the shares in 2012 to 2011 that were excluded in the calculation of the diluted earnings due to the anti-dilute nature,0.91156,"divide(13.4, 14.7)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(8.0, 13.4)",0.59701,False,False,True,True,executable_wrong_answer,"divide(8.0, 13.4)",0.59701,False,False,True,True,executable_wrong_answer,"divide(8.0, 13.4)",0.59701,False,False,True,True,executable_wrong_answer,"divide(8.0, 13.4)",0.59701,"divide(8.0, 13.4)",False,"divide(8.0, 13.4)",False,agree,False,False,"divide(8.0, 13.4)",False,"divide(8.0, 13.4)",False,"divide(8.0, 13.4)",False,"The question asks for the ratio of shares excluded in 2012 to those excluded in 2011 due to anti-dilution. The evidence states 8.0 million shares were excluded in 2012 and 13.4 million in 2011. The correct calculation is divide(8.0, 13.4), which matches both agents' programs. The values are correctly extracted from the evidence, and the ratio is properly computed as a decimal without unnecessary scaling.",False,False
637,MS/2013/page_139.pdf-2,"what is the total exposure to government related derivatives , in millions?",2413.0,"add(1597, 816)",CD,correct_CD,2,False,False,False,False,invalid_program,"table_sum(otc derivative products ( 1 ) ( dollars in millions), none)",,False,False,True,True,executable_wrong_answer,"divide(1597, 17614)",0.09067,True,True,True,True,program_correct,"add(1597, 816)",2413.0,True,True,True,True,program_correct,"add(1597, 816)",2413.0,"divide(1597, 17614)",False,"add(1597, 816)",True,disagree,True,False,"divide(1597, 17614)",False,"add(1597, 816)",True,"add(1597, 816)",True,"The question asks for the total exposure to government-related derivatives. The evidence shows 'regional governments' at $1,597 million and 'sovereign governments' at $816 million. These are the only two categories explicitly related to government. The Verification Agent correctly adds these two values. The Reasoning Agent's program divides regional government exposure by the total, which answers a different question (percentage share). The correct calculation is the sum of the two government-related exposures.",False,False
638,ILMN/2008/page_86.pdf-1,what was the percent of the change in the company 2019s uncertain tax positions from 2007 to 2008,0.11237,"divide(2402, 21376)",,none_correct,0,False,False,True,True,executable_wrong_answer,"subtract(23778, 21376), divide(#0, 21376), multiply(#1, const_100)",11.2369,False,False,True,True,executable_wrong_answer,"subtract(23778, 21376), divide(#0, 21376), multiply(#1, const_100)",11.2369,False,False,True,True,executable_wrong_answer,"subtract(23778, 21376), divide(#0, 21376), multiply(#1, const_100)",11.2369,False,False,True,True,executable_wrong_answer,"subtract(23778, 21376), divide(#0, 21376), multiply(#1, const_100)",11.2369,"subtract(23778, 21376), divide(#0, 21376), multiply(#1, const_100)",False,"subtract(23778, 21376), divide(#0, 21376), multiply(#1, const_100)",False,agree,False,False,"subtract(23778, 21376), divide(#0, 21376), multiply(#1, const_100)",False,"subtract(23778, 21376), divide(#0, 21376), multiply(#1, const_100)",False,"subtract(23778, 21376), divide(#0, 21376), multiply(#1, const_100)",False,"The calculation correctly computes the percentage change in uncertain tax positions from 2007 to 2008. The values $21,376 thousand (2007) and $23,778 thousand (2008) are directly from the table. The difference is divided by the 2007 value to compute the growth rate, and multiplying by 100 scales it to a percentage, which is appropriate for the question asking for 'percent of the change'. All operations are valid and sequential.",False,False
639,GS/2017/page_86.pdf-3,what was the change in millions in total supplementary leverage exposure between 2016 and 2017?,70843.0,"subtract(1341016, 1270173)",ABCD,all_correct,4,True,True,True,True,program_correct,"subtract(1341016, 1270173)",70843.0,True,True,True,True,program_correct,"subtract(1341016, 1270173)",70843.0,True,True,True,True,program_correct,"subtract(1341016, 1270173)",70843.0,True,True,True,True,program_correct,"subtract(1341016, 1270173)",70843.0,"subtract(1341016, 1270173)",True,"subtract(1341016, 1270173)",True,agree,False,False,"subtract(1341016, 1270173)",True,"subtract(1341016, 1270173)",True,"subtract(1341016, 1270173)",True,"The change in total supplementary leverage exposure between 2016 and 2017 is correctly calculated as the difference between the 2017 value and the 2016 value. Both agents correctly identified the values from the table and used the correct subtraction operation. The result is a change in millions, as required by the question.",False,False
640,EL/2008/page_59.pdf-2,"considering the 2008 net deferred loss , what is the percentage of amortization expenses?",0.51282,"divide(34, 66.3)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(34, 66.3), multiply(#0, const_100)",51.28205,False,False,True,True,executable_wrong_answer,"divide(34, 66.3), multiply(#0, const_100)",51.28205,False,False,True,True,executable_wrong_answer,"divide(34, 66.3), multiply(#0, const_100)",51.28205,False,False,True,True,executable_wrong_answer,"divide(34, 66.3), multiply(#0, const_100)",51.28205,"divide(34, 66.3), multiply(#0, const_100)",False,"divide(34, 66.3), multiply(#0, const_100)",False,agree,False,False,"divide(34, 66.3), multiply(#0, const_100)",False,"divide(34, 66.3), multiply(#0, const_100)",False,"divide(34, 66.3), multiply(#0, const_100)",False,"The reasoning and verification agents correctly identify that the percentage of amortization expenses is calculated by dividing the amortizable portion ($34 million) by the total net deferred loss ($66.3 million) and scaling by 100 to express as a percentage. The values are correctly extracted from the evidence, and the operations are properly sequenced. The multiplication by const_100 is appropriate because the question asks for a percentage.",False,False
641,CE/2016/page_19.pdf-4,what was the percentage change in the the research and development costs from 2014 to 2015,59.5,"subtract(119, 86), add(#0, 86), divide(#1, const_2)",,none_correct,0,False,False,True,True,executable_wrong_answer,"subtract(119, 86), divide(#0, 86), multiply(#1, const_100)",38.37209,False,False,True,True,executable_wrong_answer,"subtract(119, 86), divide(#0, 86), multiply(#1, const_100)",38.37209,False,False,True,True,executable_wrong_answer,"subtract(119, 86), divide(#0, 86), multiply(#1, const_100)",38.37209,False,False,True,True,executable_wrong_answer,"subtract(119, 86), divide(#0, 86), multiply(#1, const_100)",38.37209,"subtract(119, 86), divide(#0, 86), multiply(#1, const_100)",False,"subtract(119, 86), divide(#0, 86), multiply(#1, const_100)",False,agree,False,False,"subtract(119, 86), divide(#0, 86), multiply(#1, const_100)",False,"subtract(119, 86), divide(#0, 86), multiply(#1, const_100)",False,"subtract(119, 86), divide(#0, 86), multiply(#1, const_100)",False,"The calculation correctly computes the percentage change from 2014 to 2015 by subtracting the 2014 R&D cost from the 2015 cost, dividing by the 2014 value, and scaling by 100 to express as a percentage. The values 119 (2015) and 86 (2014) are correctly extracted from the evidence. The operations are sequential and use valid FinQA syntax.",False,False
642,JKHY/2019/page_18.pdf-1,what was the percentage growth of the 5 year- cumulative total return for the 2018 peer group from 2016 to 2017,-125.06,"subtract(177.26, 151.16), subtract(#0, 151.16)",,none_correct,0,False,False,True,True,executable_wrong_answer,"subtract(177.26, 151.16), divide(#0, 151.16), multiply(#1, const_100)",17.26647,False,False,True,True,executable_wrong_answer,"divide(177.26, 151.16), multiply(#0, const_100)",117.26647,False,False,True,True,executable_wrong_answer,"subtract(177.26, 151.16), divide(#0, 151.16), multiply(#1, const_100)",17.26647,False,False,True,True,executable_wrong_answer,"subtract(177.26, 151.16), divide(#0, 151.16), multiply(#1, const_100)",17.26647,"divide(177.26, 151.16), multiply(#0, const_100)",False,"subtract(177.26, 151.16), divide(#0, 151.16), multiply(#1, const_100)",False,disagree,False,False,"divide(177.26, 151.16), multiply(#0, const_100)",False,"subtract(177.26, 151.16), divide(#0, 151.16), multiply(#1, const_100)",False,"subtract(177.26, 151.16), divide(#0, 151.16), multiply(#1, const_100)",False,"The question asks for the percentage growth from 2016 to 2017 for the 2018 peer group. The correct calculation is (value in 2017 - value in 2016) / value in 2016, then scaled to percentage by multiplying by 100. The Reasoning Agent incorrectly used division instead of subtraction. The Verification Agent's program is correct: subtract 151.16 from 177.26, divide the result by 151.16, then multiply by 100 to get the percentage growth.",False,False
643,SNA/2007/page_69.pdf-2,what is the percentage change in the balance of the minority interests in consolidated subsidiaries from 2006 to 2007?,0.02976,"subtract(17.3, 16.8), divide(#0, 16.8)",,none_correct,0,False,False,True,True,executable_wrong_answer,"subtract(-4.9, -3.7), divide(#0, -3.7), multiply(#1, const_100)",32.43243,False,False,True,True,executable_wrong_answer,"subtract(4.9, 3.7), divide(#0, 3.7), multiply(#1, const_100)",32.43243,False,False,True,True,executable_wrong_answer,"subtract(4.9, 3.7), divide(#0, 3.7), multiply(#1, const_100)",32.43243,False,False,True,True,executable_wrong_answer,"subtract(4.9, 3.7), divide(#0, 3.7), multiply(#1, const_100)",32.43243,"subtract(4.9, 3.7), divide(#0, 3.7), multiply(#1, const_100)",False,"subtract(4.9, 3.7), divide(#0, 3.7), multiply(#1, const_100)",False,agree,False,False,"subtract(4.9, 3.7), divide(#0, 3.7), multiply(#1, const_100)",False,"subtract(4.9, 3.7), divide(#0, 3.7), multiply(#1, const_100)",False,"subtract(4.9, 3.7), divide(#0, 3.7), multiply(#1, const_100)",False,"The calculation correctly computes the percentage change from 2006 to 2007 using the minority interests values: subtract(4.9, 3.7) gives the absolute change, divide by 3.7 (the 2006 value) gives the ratio, and multiply by 100 converts it to a percentage. The values 4.9 and 3.7 are present in the table as absolute values of minority interests for 2007 and 2006 respectively. The subtraction direction is correct (2007 - 2006), and the denominator is appropriate. Multiplying by 100 is required because the question asks for a percentage change.",False,False
644,L/2009/page_84.pdf-2,what is the return on investment for s&p500 from 2007 to 2008?,-0.37001,"subtract(80.74, 128.16), divide(#0, 128.16)",ACD,correct_ACD,3,True,True,True,True,program_correct,"subtract(80.74, 128.16), divide(#0, 128.16)",-0.37001,False,False,True,True,executable_wrong_answer,"divide(80.74, 128.16), subtract(const_1, #0)",0.37001,True,True,True,True,program_correct,"subtract(80.74, 128.16), divide(#0, 128.16)",-0.37001,True,True,True,True,program_correct,"subtract(80.74, 128.16), divide(#0, 128.16)",-0.37001,"divide(80.74, 128.16), subtract(const_1, #0)",False,"subtract(80.74, 128.16), divide(#0, 128.16)",True,disagree,True,False,"divide(80.74, 128.16), subtract(const_1, #0)",False,"subtract(80.74, 128.16), divide(#0, 128.16)",True,"subtract(80.74, 128.16), divide(#0, 128.16)",True,"The return on investment is calculated as (ending value - beginning value) / beginning value. The S&P 500 value in 2007 is 128.16 and in 2008 is 80.74. The correct calculation is subtract(80.74, 128.16) to get the change, then divide by the 2007 value (128.16) to get the rate of return. The Verification Agent's program is correct. The Reasoning Agent incorrectly used divide(80.74, 128.16) first, which computes the ratio of ending to beginning, then subtracted from 1, which is not the correct sequence and leads to an incorrect result.",False,False
645,FBHS/2017/page_22.pdf-2,what was the amount of sales in that went to international markets in millions,792.495,"multiply(5283.3, 15%)",ABCD,all_correct,4,True,False,True,True,execution_correct_program_mismatch,"multiply(5283.3, 0.15)",792.495,True,False,True,True,execution_correct_program_mismatch,"multiply(5283.3, 0.15)",792.495,True,False,True,True,execution_correct_program_mismatch,"multiply(5283.3, 0.15)",792.495,True,False,True,True,execution_correct_program_mismatch,"multiply(5283.3, 0.15)",792.495,"multiply(5283.3, 0.15)",True,"multiply(5283.3, 0.15)",True,agree,False,False,"multiply(5283.3, 0.15)",True,"multiply(5283.3, 0.15)",True,"multiply(5283.3, 0.15)",True,"The question asks for the amount of sales going to international markets in millions. The evidence states that approximately 15% of 2017 net sales were to international markets. The total net sales are $5283.3 million. Multiplying total sales by 15% (0.15) correctly computes the international sales amount. Both agents arrived at the same correct program, and the verification is valid.",False,False
